IE_XML_ID;IE_NAME;IE_ID;IE_ACTIVE;IE_ACTIVE_FROM;IE_ACTIVE_TO;IE_PREVIEW_PICTURE;IE_PREVIEW_TEXT;IE_PREVIEW_TEXT_TYPE;IE_DETAIL_PICTURE;IE_DETAIL_TEXT;IE_DETAIL_TEXT_TYPE;IE_CODE;IE_SORT;IE_TAGS;IP_PROP31;IP_PROP32;IP_PROP33;IP_PROP34;IC_GROUP0;IC_GROUP1;IC_GROUP2
149;Книга Чечня;430;Y;22.11.2013 17:59:59;;/upload/iblock/5b9/5b908392b85e754f9d5ce78c55ae7448.jpg;Книга Чечня;html;/upload/iblock/c5f/c5f868a97fe38a4f4b8603948ab4580e.jpg;Обложка - 7БЦ, блок - мелованная бумага.;html;kniga-chechnya;500;;Книга Чечня;Книга Чечня;Книга Чечня;/upload/iblock/50d/50d800868da57fa93de019850b1ac250.jpg;Книги;;
150;Книга ключ к тайнам;431;Y;22.11.2013 18:02:19;;/upload/iblock/cfa/cfad7353db2e23e8d77bbc8125c9aedb.jpg;Книга ключ к тайнам;html;/upload/iblock/059/059f652a218f9f4bf75ffe850eaf1769.jpg;Обложка - 7БЦ, блок - офсетная бумага.;html;kniga-klyuch-k-taynam;500;;Книга ключ к тайнам;Книга ключ к тайнам;Книга ключ к тайнам;/upload/iblock/6cf/6cf9138909194589c616a8c61c51cf96.jpg;Книги;;
26;Книга «Костя И Вечный Бой»;307;Y;08.11.2013 12:07:18;;/upload/iblock/180/180e1b6489723382dc4b2f01f33708a2.jpg;Обложка с фальцовкой внутрь + матовая ламинация, блок - мелованная бумага 135г, скрепление КБС;text;/upload/iblock/a94/a94a3f4d66738cccf3f58a5139bd8ee4.jpg;Обложка с фальцовкой внутрь + матовая ламинация, блок - мелованная бумага 135г, скрепление КБС;text;kniga-kostya-i-vechnyy-boy;500;;;;;/upload/iblock/0af/0af03c8f012f9474778584632f1d9e6d.jpg;Брошюры;;
151;Книга Системный анализ;432;Y;22.11.2013 18:03:35;;/upload/iblock/e7f/e7f3bb24c6e85a4c5b278aa7193a8d96.jpg;Книга Системный анализ;html;/upload/iblock/5b1/5b13803dd069747100e5588a83b64d64.jpg;Обложка - 7БЦ, блок - офсетная бумага, 1+1.;html;kniga-sistemnyy-analiz;500;;Книга Системный анализ;Книга Системный анализ;Книга Системный анализ;/upload/iblock/766/766738aac8ab506ad8feff5277e4aea0.jpg;Книги;;
152;Книга Время гнева;433;Y;22.11.2013 18:04:44;;/upload/iblock/5dd/5dd406639e38340e30de2ea63afe82ac.jpg;Книга Время гнева;html;/upload/iblock/bc6/bc66e412dfad4783649b2c974c398560.jpg;Обложка - 7БЦ, блок - офсетная бумага.;html;kniga-vremya-gneva;500;;Книга Время гнева;Книга Время гнева;Книга Время гнева;/upload/iblock/45b/45b585ce4004a5366bd2069a23f6d1f4.jpg;Книги;;
155;Конверт для диска;436;Y;25.03.2014 17:39:50;;/upload/iblock/fb9/fb990cc851524d5ef462aa4d92456742.jpg;Конверт для диска 4+0;html;/upload/iblock/a51/a51089a0f6830e050f054359abb8c402.jpg;Конверт для диска 4+0.;html;konvert-dlya-diska;500;;Конверт для диска;Конверт для диска;Конверт для диска;/upload/iblock/49c/49c80620505e5c4fab8581cef62240f2.jpg;CD и DVD-продукция;;
155;Конверт для диска;436;Y;25.03.2014 17:39:50;;/upload/iblock/fb9/fb990cc851524d5ef462aa4d92456742.jpg;Конверт для диска 4+0;html;/upload/iblock/a51/a51089a0f6830e050f054359abb8c402.jpg;Конверт для диска 4+0.;html;konvert-dlya-diska;500;;Конверт для диска;Конверт для диска;Конверт для диска;/upload/iblock/19e/19e96ac03579593e772f35723f38ca8b.jpg;CD и DVD-продукция;;
211;Конверт для диска «КУБОК РОССИИ ПО ЛОВЛЕ»;480;Y;26.08.2014 15:25:21;;/upload/iblock/22d/22dc34114a308f7e44f2e59751dc145e.jpg;Мелованная бумага 300гр, матовая ламинация, печать 4+0;html;/upload/iblock/d8c/d8c2239010c00221a8aaa7229200828a.jpg;Мелованная бумага 300гр, матовая ламинация, печать 4+0.;html;konvert-dlya-diska-kubok-rossii-po-lovle;500;;Конверт для диска «КУБОК РОССИИ ПО ЛОВЛЕ»;Конверт для диска «КУБОК РОССИИ ПО ЛОВЛЕ»;Конверт для диска «КУБОК РОССИИ ПО ЛОВЛЕ»;;CD и DVD-продукция;;
612;Коробка для карты банка ЗЕНИТ VISA  INFINITЕ;612;Y;;;/upload/iblock/7e5/7e5f6531aa0f9e64ec069f3a8382b135.jpg;Кашированная коробка 7Б с лайнером из дизайнерской бумаги и печатью УФ красками и флокированным ложементом;text;/upload/iblock/bcf/bcf5d6482b2b23391a19b5a14360fff6.jpg;Кашированная коробка 7Б с лайнером из дизайнерской бумаги и печатью УФ красками и флокированным ложементом;text;korobka-dlya-bankovskoy-karty-infinit;500;;Коробка для карты банка ЗЕНИТ VISA  INFINITЕ;Коробка для карты банка ЗЕНИТ VISA  INFINITЕ;Коробка для карты банка ЗЕНИТ VISA  INFINITЕ;/upload/iblock/d84/d84c47e05f56213eaf23929d7403293f.jpg;Пакеты, упаковка;Коробки, упаковка;
623;Коробка для карты банка ПРБ VISA INFINITE;623;Y;;;/upload/iblock/955/955057d2135335fab32e91be87cb2e4b.jpg;"Подарочная коробка 7БЦ с ламинацией софт тач и выборочным УФ-лаком  для катры VISA INFINITE  с ложементами для дисконтных карт, буклета с описанием, конвертом для PIN кода и ляссе.
";text;/upload/iblock/fc1/fc12bbf26b6eb5b062f61bb4676d70a0.jpg;Подарочная коробка 7БЦ с ламинацией софт тач и выборочным УФ-лаком  для катры VISA INFINITE  с ложементами для дисконтных карт, буклета с описанием, конвертом для PIN кода и ляссе.;text;korobka-dlya-karty-banka-prb-infinite;500;korobka-dlya-karty-banka-prb-visa-infinite;Коробка для карты банка ПРБ VISA INFINITE;Коробка для карты банка ПРБ VISA INFINITE;Коробка для карты банка ПРБ VISA INFINITE;;Пакеты, упаковка;Коробки, упаковка;
609;Коробка для новогоднего подарка;609;Y;;;/upload/iblock/945/94572994062c4f4b600c8c0a6cbdb604.jpg;Коробка 7БЦ для новогоднего подарка на магнитных замках, внтутренний лайнер из дизайнерской бумаги с печатью методом шелкотрафарета и УФ лаком;text;/upload/iblock/9b5/9b529edf31d792e6cf62f1f6b95acdce.jpg;Коробка 7БЦ для новогоднего подарка на магнитных замках;text;korobka-dlya-novogodnego-podarka;500;;Коробка для новогоднего подарка;Коробка для новогоднего подарка;Коробка для новогоднего подарка;/upload/iblock/d08/d080e857637586a769a6b0258ce998c4.jpg;Пакеты, упаковка;Коробки, упаковка;
609;Коробка для новогоднего подарка;609;Y;;;/upload/iblock/945/94572994062c4f4b600c8c0a6cbdb604.jpg;Коробка 7БЦ для новогоднего подарка на магнитных замках, внтутренний лайнер из дизайнерской бумаги с печатью методом шелкотрафарета и УФ лаком;text;/upload/iblock/9b5/9b529edf31d792e6cf62f1f6b95acdce.jpg;Коробка 7БЦ для новогоднего подарка на магнитных замках;text;korobka-dlya-novogodnego-podarka;500;;Коробка для новогоднего подарка;Коробка для новогоднего подарка;Коробка для новогоднего подарка;/upload/iblock/d85/d859d552e16cd8af31a95a0bfa3b339e.jpg;Пакеты, упаковка;Коробки, упаковка;
609;Коробка для новогоднего подарка;609;Y;;;/upload/iblock/945/94572994062c4f4b600c8c0a6cbdb604.jpg;Коробка 7БЦ для новогоднего подарка на магнитных замках, внтутренний лайнер из дизайнерской бумаги с печатью методом шелкотрафарета и УФ лаком;text;/upload/iblock/9b5/9b529edf31d792e6cf62f1f6b95acdce.jpg;Коробка 7БЦ для новогоднего подарка на магнитных замках;text;korobka-dlya-novogodnego-podarka;500;;Коробка для новогоднего подарка;Коробка для новогоднего подарка;Коробка для новогоднего подарка;/upload/iblock/a70/a70f02593d0cac20fb029a0ce4b9f084.jpg;Пакеты, упаковка;Коробки, упаковка;
609;Коробка для новогоднего подарка;609;Y;;;/upload/iblock/945/94572994062c4f4b600c8c0a6cbdb604.jpg;Коробка 7БЦ для новогоднего подарка на магнитных замках, внтутренний лайнер из дизайнерской бумаги с печатью методом шелкотрафарета и УФ лаком;text;/upload/iblock/9b5/9b529edf31d792e6cf62f1f6b95acdce.jpg;Коробка 7БЦ для новогоднего подарка на магнитных замках;text;korobka-dlya-novogodnego-podarka;500;;Коробка для новогоднего подарка;Коробка для новогоднего подарка;Коробка для новогоднего подарка;/upload/iblock/e7b/e7bcbdabaf326775c247c9941c25e63a.jpg;Пакеты, упаковка;Коробки, упаковка;
646;Кружка Mikasa;646;Y;;;/upload/iblock/460/460b86750ebe49225a79f83d099c439b.jpg;;text;/upload/iblock/823/823a48162d8c9343836e6ccfcbd32f91.jpg;<p>Деколь, печать в 2 цвета</p>;html;kruzhka-mikasa;500;;;;;;Печать на сувенирах;Печать на кружках;
647;Кружка «Проект Техника»;647;Y;;;/upload/iblock/82e/82eab94dd437179f61573550751b7d66.jpg;;text;/upload/iblock/e9e/e9ef10b0fe9bc3e4207647e1fdd488df.jpg;<p>Деколь, круговая печать серебром</p>;html;kruzhka-proekt-tehnika;500;;;;;;Печать на сувенирах;Печать на кружках;
58;Квартальный календарь Ancor;339;Y;11.11.2013 13:25:05;;/upload/iblock/a9c/a9ce4f14200a4af7b067a2cf9f50b1ba.jpg;Сложная вырубка постера и подложки, мелованный односторонний картон 270гр/м2, выборочный УФ лак. Печать индивидуальных блоков из офсетной бумаги 120г, 4+0;html;;;html;kvartalnyy-kalendar-ancor;500;;Квартальный календарь Ancor;Квартальный календарь Ancor;Квартальный календарь Ancor;;Календари;Квартальные;
67;Квартальный календарь Банк Зенит;348;Y;11.11.2013 13:30:04;;/upload/iblock/8f6/8f63973a958d2dbe9339c8512897dbed.jpg;"Постер + 3 подложки с рекламным полем – мелованный односторонний картон 270г/м&sup2;, индивидуальный блок";html;;;html;kvartalnyy-kalendar-bank-zenit;500;;Квартальный календарь Банк Зенит;Квартальный календарь Банк Зенит;Квартальный календарь Банк Зенит;;Календари;Квартальные;
59;Квартальный календарь ЭДЖ;340;Y;11.11.2013 13:25:35;;/upload/iblock/5be/5bea09fc870cb9f44f0a53621ea5a538.jpg;"Три рекламных поля, дополнительный сменный постер на ригеле. Стандартный блок
";html;;;html;kvartalnyy-kalendar-edzh;500;;Квартальный календарь ЭДЖ;Квартальный календарь ЭДЖ;Квартальный календарь ЭДЖ;;Календари;Квартальные;
60;Квартальный календарь Энергоаудитконтроль;341;Y;11.11.2013 13:26:06;;/upload/iblock/0e5/0e58ebe300c519e72d96d563b3e8bc31.jpg;Календарь «МАКСИ» со стандартным блоком, глянцевая ламинация;html;;;html;kvartalnyy-kalendar-energoauditkontrol;500;;Квартальный календарь Энергоаудитконтроль;Квартальный календарь Энергоаудитконтроль;Квартальный календарь Энергоаудитконтроль;;Календари;Квартальные;
61;Квартальный календарь Мультинекс;342;Y;11.11.2013 13:26:46;;/upload/iblock/a95/a95b5f1f8f63b91b45ab9ff16c40feea.jpg;Квартальный календарь на трех пружинах, стандартный блок;html;;;html;kvartalnyy-kalendar-multineks;500;;Квартальный календарь Мультинекс;Квартальный календарь Мультинекс;Квартальный календарь Мультинекс;;Календари;Квартальные;
62;Квартальный календарь Питер Газ;343;Y;11.11.2013 13:27:34;;/upload/iblock/89a/89a3fc6bcfd99e8ba66e74bf8d93ec3f.jpg;"Три рекламных поля. Стандартный блок, выборочный УФ-лак постера
";html;;;html;kvartalnyy-kalendar-piter-gaz;500;;Квартальный календарь Питер Газ;Квартальный календарь Питер Газ;Квартальный календарь Питер Газ;;Календари;Квартальные;
63;Квартальный календарь Проконсим;344;Y;11.11.2013 13:28:00;;/upload/iblock/6d9/6d9fb0a41af9787c56912a96d6d897f1.jpg;"Три рекламных поля. Постер и подложки из мелованного одностороннего картона 270 гр/м2, глянцевая ламинация 1+1. Стандартные блоки «МИНИ». Навивка на серебряную пружину
";html;;;html;kvartalnyy-kalendar-prokonsim;500;;Квартальный календарь Проконсим;Квартальный календарь Проконсим;Квартальный календарь Проконсим;;Календари;Квартальные;
64;Квартальный календарь ProSoft;345;Y;11.11.2013 13:28:28;;/upload/iblock/3a6/3a6e942f805dd77e94743fd7c0e13aed.jpg;"Три в одном, 1 навивка, Печать постера – 4+0; Нижней подложки – 1+0";html;;;html;kvartalnyy-kalendar-prosoft;500;;Квартальный календарь ProSoft;Квартальный календарь ProSoft;Квартальный календарь ProSoft;;Календари;Квартальные;
57;Квартальный календарь Росатом;338;Y;11.11.2013 13:23:20;;/upload/iblock/cba/cbac1b943efe8206ad5932c31e81c656.jpg;"Три рекламных поля. Постер и подложки из мелованного одностороннего картона 270 гр/м2. Стандартный блок
";html;;;html;kvartalnyy-kalendar-rosatom;500;;Квартальный календарь Росатом;Квартальный календарь Росатом;Квартальный календарь Росатом;;Календари;Квартальные;
65;Квартальный календарь СловоДело;346;Y;11.11.2013 13:28:59;;/upload/iblock/36e/36e87c968a95333f20204953f9a135b2.jpg;Календарь «МИНИ», постер + 3 подложки с одним рекламным полем. Матовая ламинация. Стандартный блок.;html;;;html;kvartalnyy-kalendar-slovodelo;500;;Квартальный календарь СловоДело;Квартальный календарь СловоДело;Квартальный календарь СловоДело;;Календари;Квартальные;
66;Квартальный календарь Судоэкспорт;347;Y;11.11.2013 13:29:30;;/upload/iblock/d34/d3411a49fd44208de21ef2bf52639c03.jpg;"Блок стандартный, дизайнерский. Формат шапки и подложек 320&times;220мм. Печать 5+0. Индивидуальная упаковка в прозрачный конверт.";html;;;html;kvartalnyy-kalendar-sudoeksport;500;;Квартальный календарь Судоэкспорт;Квартальный календарь Судоэкспорт;Квартальный календарь Судоэкспорт;;Календари;Квартальные;
39;Лифлет Столярная мастерская;320;Y;08.11.2013 20:15:00;;/upload/iblock/722/7226acfd1ff031bc65a984a0e88676ca.jpg;"Обложка - Freelife Merida Kraft 280 г/м&sup2;, Внутренняя полоса &ndash; мелованная бумага 200гр/м&sup2;. Пересекающиеся биговки. Цифровая печать";html;/upload/iblock/a83/a83966996dae12cdf30c8da02232cfa0.jpg;;html;liflet-stolyarnaya-masterskaya;500;;Лифлет Столярная мастерская;Лифлет Столярная мастерская;Лифлет Столярная мастерская;/upload/iblock/b9b/b9b6c6d847b5265c16ecb2a092b5ce37.jpg;Буклеты, лифлеты;Лифлеты;
39;Лифлет Столярная мастерская;320;Y;08.11.2013 20:15:00;;/upload/iblock/722/7226acfd1ff031bc65a984a0e88676ca.jpg;"Обложка - Freelife Merida Kraft 280 г/м&sup2;, Внутренняя полоса &ndash; мелованная бумага 200гр/м&sup2;. Пересекающиеся биговки. Цифровая печать";html;/upload/iblock/a83/a83966996dae12cdf30c8da02232cfa0.jpg;;html;liflet-stolyarnaya-masterskaya;500;;Лифлет Столярная мастерская;Лифлет Столярная мастерская;Лифлет Столярная мастерская;/upload/iblock/a36/a3693b1f09920f9760af2c14cde3e432.jpg;Буклеты, лифлеты;Лифлеты;
39;Лифлет Столярная мастерская;320;Y;08.11.2013 20:15:00;;/upload/iblock/722/7226acfd1ff031bc65a984a0e88676ca.jpg;"Обложка - Freelife Merida Kraft 280 г/м&sup2;, Внутренняя полоса &ndash; мелованная бумага 200гр/м&sup2;. Пересекающиеся биговки. Цифровая печать";html;/upload/iblock/a83/a83966996dae12cdf30c8da02232cfa0.jpg;;html;liflet-stolyarnaya-masterskaya;500;;Лифлет Столярная мастерская;Лифлет Столярная мастерская;Лифлет Столярная мастерская;/upload/iblock/375/375b4c358d9c1c4bd7a5ad01d2f830c8.jpg;Буклеты, лифлеты;Лифлеты;
193;Лифлеты;468;Y;24.04.2014 15:24:21;;/upload/iblock/413/413f9a34b1624390acb3a3b6fc29076e.jpg;Мелованный двухсторонний картон, параллельная биговка, вырубка.;html;/upload/iblock/f97/f97f2a9bf46547d1467d1ed475aa4412.jpg;;html;liflety;500;;Лифлеты;Лифлеты Двусторонние отпечатанные листы ;Лифлеты;/upload/iblock/895/895963274ef1d07a98f5fe1b2b6a9c59.jpg;Буклеты, лифлеты;Лифлеты;
42;Лифлеты «Учреждения дополнительного образования»;323;Y;08.11.2013 20:18:17;;/upload/iblock/e36/e364867752efc6e29a7fa31fb308feab.jpg;9 видов информационных лифлетов, цифровая печать;html;/upload/iblock/3d1/3d101d95e668abe5949371aa79f01d96.jpg;;html;liflety-uchrezhdeniya-dopolnitelnogo-obrazovaniya;500;;Лифлеты «Учреждения дополнительного образования»;Лифлеты «Учреждения дополнительного образования»;Лифлеты «Учреждения дополнительного образования»;;Буклеты, лифлеты;Лифлеты;
153;Листовка для выставки А4;434;Y;02.12.2013 18:34:20;;/upload/iblock/27d/27dbaf0cf0629cffcbfd7d6b334f0f49.jpg;Листовка для выставки на бумаге 170гр.;html;;"<p>Листовка для выставки Batimat формат А4, мелованная бумага, полноцветная печать
</p>
";html;listovka;500;;Листовка для выставки А4;Листовка для выставки А4;Листовка для выставки А4;/upload/iblock/ff3/ff3199bec877d70f3af6280b399e64ca.jpg;Листовки;;
153;Листовка для выставки А4;434;Y;02.12.2013 18:34:20;;/upload/iblock/27d/27dbaf0cf0629cffcbfd7d6b334f0f49.jpg;Листовка для выставки на бумаге 170гр.;html;;"<p>Листовка для выставки Batimat формат А4, мелованная бумага, полноцветная печать
</p>
";html;listovka;500;;Листовка для выставки А4;Листовка для выставки А4;Листовка для выставки А4;/upload/iblock/c35/c358050293260c850853683eb26b4561.jpg;Листовки;;
238;Визитки Mediaglobe;507;Y;26.08.2014 18:51:32;;/upload/iblock/732/73212e1627568c8cd6f6f3acf56ddcdd.jpg;TOUCHE COVER парижский синий, шелкография белилами;html;/upload/iblock/5c7/5c7051eec5406b9317a20180c6174502.jpg;TOUCHE COVER парижский синий, шелкография белилами.;html;mediaglobe;500;;Визитки Mediaglobe;Визитки Mediaglobe;Визитки Mediaglobe;;Деловая полиграфия;Визитки;
145;Мини-папка БИЛДЕКС;426;Y;11.11.2013 14:32:44;;/upload/iblock/a66/a6606492a3ad1b504ffc8798810720d3.jpg;"Мини-папка. Формат 210&times;135мм, матовая ламинация, вырубка, клеевой клапан, прорезь под визитку.";html;;;html;mini-papka-bildeks;500;;Мини-папка БИЛДЕКС;Мини-папка БИЛДЕКС;Мини-папка БИЛДЕКС;;Папки;С клеевым клапаном;
226;Визитки МишМед;495;Y;26.08.2014 18:23:48;;/upload/iblock/0a1/0a18512d45800fe0b8eba41187b39ca5.jpg;TOUCHE COVER, тиснение цветной глянцевой фольгой;html;/upload/iblock/4c4/4c46f3f78859c84e684589f2382cd75a.jpg;TOUCHE COVER, тиснение цветной глянцевой фольгой.;html;mishmed;500;;;Компания СловоДело изготавливает полиграфическую продукцию визитки МишМед с тиснением цветной глянцевой фольгой;;;Деловая полиграфия;Визитки;
283;Листовка A4 MMMS ;540;Y;10.03.2015 17:43:29;;/upload/iblock/d54/d54bbd5bd1157d569660c41220a6c5a5.jpg;Бумага 170гр, 4+4;html;;"<p>Листовка МММС формат А4, мелованная бумага, полноцветная печать</p>
";html;mmms-a4;500;;Листовка A4 MMMS ;Листовка A4 MMMS ;Листовка A4 MMMS ;/upload/iblock/3a9/3a9759ead4785f80fbada32ee3e3f194.jpg;Листовки;;
282;Листовка А3 MMMS ;539;Y;10.03.2015 17:39:03;;/upload/iblock/631/6317dc145f971be917aeb0ce910433bb.jpg;Бумага 200гр. 4+4;html;;Бумага 200гр. 4+4.;html;mmms-listovka-a4;500;;Листовка А3 MMMS ;Листовка А3 MMMS ;Листовка А3 MMMS ;/upload/iblock/c59/c598820273e7eae0dcba8ff5a89ec6b8.jpg;Листовки;;
236;Визитки MnogoPlitki;505;Y;26.08.2014 18:43:24;;/upload/iblock/417/41787b38b90b0757d41ee83ec1c9d75d.jpg;Plike 330гр, шелкография 2+0;html;/upload/iblock/ead/ead27d12da6a02ed74fe75f0838fbb11.jpg;Plike 330гр, шелкография 2+0.;html;mnogoplitki;500;;Визитки MnogoPlitki;Визитки MnogoPlitki;Визитки MnogoPlitki;;Деловая полиграфия;Визитки;
231;Визитки MORI;500;Y;26.08.2014 18:32:14;;/upload/iblock/529/529c67111a1235fe6cdb3a2d47cf5bce.jpg;Отрывные визитки, бумага - TOUCHE COVER, шелкография 4+0, выборочный лак, конгрев логотипа, рицовка;html;/upload/iblock/114/114b2dcd6e83d7ea7f5a5e0374901d23.jpg;Отрывные визитки, бумага - TOUCHE COVER, шелкография 4+0, выборочный лак, конгрев логотипа, рицовка.;html;mori;500;;Визитки MORI;Визитки MORI;Визитки MORI;/upload/iblock/496/49608561548a95792c6173b40f42c2fe.jpg;Деловая полиграфия;Визитки;
285;Листовка Moskow hook А5;542;Y;10.03.2015 17:47:25;;/upload/iblock/6ea/6ead236ca3cf5df83378673742e1c986.jpg;Бумага 135гр. 4+4.;html;;"<p>Листовка Moscow Hook формат А5, мелованная бумага, полноцветная печать</p>
";html;moskow-hook-a5;500;;Листовка Moskow hook А5;Листовка Moskow hook А5;Листовка Moskow hook А5;/upload/iblock/01e/01ecd2dbb0329225e115e1ac64e52c36.jpg;Листовки;;
182;Набор открыток Питергаз;461;Y;26.03.2014 18:34:02;;/upload/iblock/82f/82f4431ff92a1f668527ee00537a61e4.jpg;Металлизированная дизайнерская бумага, лазерная резка, вкладыш из кальки, тиснение серебряной фольгой, вырубка;text;/upload/iblock/f75/f7555ed7139346a01eb1aa81eb77471b.jpg;Металлизированная дизайнерская бумага, лазерная резка, вкладыш из кальки, тиснение серебряной фольгой, вырубка.;text;nabor-otkrytok-pitergaz;230;;Набор открыток Питергаз;Набор открыток Питергаз;Набор открыток Питергаз;/upload/iblock/d8d/d8dfb7023a4b1b5eb831056071cdd967.jpg;Открытки, приглашения;;
182;Набор открыток Питергаз;461;Y;26.03.2014 18:34:02;;/upload/iblock/82f/82f4431ff92a1f668527ee00537a61e4.jpg;Металлизированная дизайнерская бумага, лазерная резка, вкладыш из кальки, тиснение серебряной фольгой, вырубка;text;/upload/iblock/f75/f7555ed7139346a01eb1aa81eb77471b.jpg;Металлизированная дизайнерская бумага, лазерная резка, вкладыш из кальки, тиснение серебряной фольгой, вырубка.;text;nabor-otkrytok-pitergaz;230;;Набор открыток Питергаз;Набор открыток Питергаз;Набор открыток Питергаз;/upload/iblock/b79/b79341cd410ab4569e99b3eb550a266e.jpg;Открытки, приглашения;;
182;Набор открыток Питергаз;461;Y;26.03.2014 18:34:02;;/upload/iblock/82f/82f4431ff92a1f668527ee00537a61e4.jpg;Металлизированная дизайнерская бумага, лазерная резка, вкладыш из кальки, тиснение серебряной фольгой, вырубка;text;/upload/iblock/f75/f7555ed7139346a01eb1aa81eb77471b.jpg;Металлизированная дизайнерская бумага, лазерная резка, вкладыш из кальки, тиснение серебряной фольгой, вырубка.;text;nabor-otkrytok-pitergaz;230;;Набор открыток Питергаз;Набор открыток Питергаз;Набор открыток Питергаз;/upload/iblock/2f6/2f62036f461172f7e908879ed0818e31.jpg;Открытки, приглашения;;
182;Набор открыток Питергаз;461;Y;26.03.2014 18:34:02;;/upload/iblock/82f/82f4431ff92a1f668527ee00537a61e4.jpg;Металлизированная дизайнерская бумага, лазерная резка, вкладыш из кальки, тиснение серебряной фольгой, вырубка;text;/upload/iblock/f75/f7555ed7139346a01eb1aa81eb77471b.jpg;Металлизированная дизайнерская бумага, лазерная резка, вкладыш из кальки, тиснение серебряной фольгой, вырубка.;text;nabor-otkrytok-pitergaz;230;;Набор открыток Питергаз;Набор открыток Питергаз;Набор открыток Питергаз;/upload/iblock/45b/45bbd1851571cfdfdf876bda7799f0d0.jpg;Открытки, приглашения;;
176;Набор открыток Росатом;455;Y;26.03.2014 18:11:32;;/upload/iblock/76d/76d6c86452f52f707a7beff82b541a2d.jpg;Мелованная бумага 300г/м2, офсетная печать;text;/upload/iblock/81f/81f67e67e259abffcf1ab83572c50f4c.jpg;"Мелованная бумага 300г/м&sup2;, офсетная печать.";text;nabor-otkrytok-rosatom;170;;Набор открыток Росатом;Набор открыток Росатом;Набор открыток Росатом;/upload/iblock/786/786ff5da38e363853e703268a6ab4bd9.jpg;Открытки, приглашения;;
176;Набор открыток Росатом;455;Y;26.03.2014 18:11:32;;/upload/iblock/76d/76d6c86452f52f707a7beff82b541a2d.jpg;Мелованная бумага 300г/м2, офсетная печать;text;/upload/iblock/81f/81f67e67e259abffcf1ab83572c50f4c.jpg;"Мелованная бумага 300г/м&sup2;, офсетная печать.";text;nabor-otkrytok-rosatom;170;;Набор открыток Росатом;Набор открыток Росатом;Набор открыток Росатом;/upload/iblock/1c1/1c18af6ae9a3f16cfaa7a2bee1bf401e.jpg;Открытки, приглашения;;
176;Набор открыток Росатом;455;Y;26.03.2014 18:11:32;;/upload/iblock/76d/76d6c86452f52f707a7beff82b541a2d.jpg;Мелованная бумага 300г/м2, офсетная печать;text;/upload/iblock/81f/81f67e67e259abffcf1ab83572c50f4c.jpg;"Мелованная бумага 300г/м&sup2;, офсетная печать.";text;nabor-otkrytok-rosatom;170;;Набор открыток Росатом;Набор открыток Росатом;Набор открыток Росатом;/upload/iblock/628/6285422e0017ba3bd8ad65fc0da01c3e.jpg;Открытки, приглашения;;
176;Набор открыток Росатом;455;Y;26.03.2014 18:11:32;;/upload/iblock/76d/76d6c86452f52f707a7beff82b541a2d.jpg;Мелованная бумага 300г/м2, офсетная печать;text;/upload/iblock/81f/81f67e67e259abffcf1ab83572c50f4c.jpg;"Мелованная бумага 300г/м&sup2;, офсетная печать.";text;nabor-otkrytok-rosatom;170;;Набор открыток Росатом;Набор открыток Росатом;Набор открыток Росатом;/upload/iblock/41e/41e80aa1af07482bea6a26d844bab014.jpg;Открытки, приглашения;;
176;Набор открыток Росатом;455;Y;26.03.2014 18:11:32;;/upload/iblock/76d/76d6c86452f52f707a7beff82b541a2d.jpg;Мелованная бумага 300г/м2, офсетная печать;text;/upload/iblock/81f/81f67e67e259abffcf1ab83572c50f4c.jpg;"Мелованная бумага 300г/м&sup2;, офсетная печать.";text;nabor-otkrytok-rosatom;170;;Набор открыток Росатом;Набор открыток Росатом;Набор открыток Росатом;/upload/iblock/519/51950a62e179aaa9ff905fbb99215622.jpg;Открытки, приглашения;;
615;Награда АНКОР;615;Y;;;/upload/iblock/58b/58b496bd3ef144adc0092709b7ce899e.jpg;;text;/upload/iblock/e90/e90e554169c354d4c9d4f8edba465e39.jpg;;text;nagrada-ankor;500;;Награда АНКОР;Награда АНКОР;Награда АНКОР;/upload/iblock/250/250fe46887b0d1feac272246be23cc19.jpg;Печать на сувенирах;;
218;Бланк накладной;487;Y;26.08.2014 17:30:12;;/upload/iblock/42c/42ccfd7955344b79450693f386eae89d.JPG;Бланки самокопирующиеся, 3 листа;html;/upload/iblock/d1f/d1f6a0ff51c99b60a4455a5baf39327c.JPG;Бланки самокопирующиеся, 3 листа.;html;nakladnaya;500;;Бланк накладной;Бланк накладной;Бланк накладной;;Деловая полиграфия;Бланки;
69;Настенный перекидной календарь Динамо;350;Y;11.11.2013 13:31:45;;/upload/iblock/bd6/bd6c17fc8631d1c0c32bf9ef12b01083.jpg;"Формат 300&times;530мм, на двух пружинах, 1 ригель, выборочный УФ лак всех полос, матовая ламинация верхнего блока, обложка и верхний блок &ndash; мелованная бумага 200г/м&sup2;, нижний блок – мелованная бумага 150г/м&sup2;, подложка – белая капа. Индивидуальная упаковка в бумажный пакет-конверт";html;/upload/iblock/5a2/5a22ca05fc6f3a3e8c88830d63b485d5.jpg;;html;nastennyy-perekidnoy-kalendar-dinamo;500;;Настенный перекидной календарь Динамо;Настенный перекидной календарь Динамо Настенный перекидной календарь матовая ламинация;Настенный перекидной календарь Динамо;/upload/iblock/67b/67bca54bcfa949d416d5267066bb4e74.jpg;Календари;Настенные;
